image_name,tags
train_2261,clear primary
train_2262,cloudy
train_2263,clear primary water
train_2264,partly_cloudy primary
train_2265,clear primary
train_2266,clear primary
train_2267,cloudy
train_2268,agriculture clear habitation primary road
train_2269,agriculture clear primary road
train_2270,clear cultivation habitation primary road
train_2271,agriculture clear primary water
train_2272,clear primary
train_2273,agriculture clear primary water
train_2274,clear primary
train_2275,clear primary
train_2276,agriculture clear cultivation habitation primary water
train_2277,blooming clear primary
train_2278,clear cultivation primary water
train_2279,clear primary
train_2280,clear primary
train_2281,agriculture partly_cloudy primary water
train_2282,clear primary
train_2283,agriculture clear primary water
train_2284,partly_cloudy primary
train_2285,clear primary
train_2286,clear primary
train_2287,agriculture clear primary road
train_2288,clear primary
train_2289,clear primary
train_2290,clear primary
train_2291,agriculture clear primary
train_2292,clear primary
train_2293,agriculture clear primary road water
train_2294,clear primary water
train_2295,partly_cloudy primary
train_2296,clear primary
train_2297,clear primary
train_2298,clear primary
train_2299,agriculture clear cultivation habitation primary
train_2300,blooming clear cultivation primary
train_2301,partly_cloudy primary
train_2302,agriculture clear primary road
train_2303,clear primary
train_2304,clear primary
train_2305,agriculture clear habitation primary road water
train_2306,clear habitation water
train_2307,clear primary
train_2308,haze primary
train_2309,agriculture clear habitation primary road
train_2310,clear habitation primary
train_2311,clear primary water
train_2312,agriculture clear primary road water
train_2313,partly_cloudy primary
train_2314,partly_cloudy primary
train_2315,agriculture clear primary road water
train_2316,clear primary
train_2317,agriculture clear cultivation primary water
train_2318,agriculture haze primary road
train_2319,agriculture clear cultivation primary road
train_2320,clear primary
train_2321,agriculture cultivation partly_cloudy primary road
train_2322,agriculture clear cultivation primary water
train_2323,partly_cloudy primary
train_2324,agriculture clear primary water
train_2325,agriculture clear cultivation habitation primary water
train_2326,haze primary
train_2327,haze primary water
train_2328,partly_cloudy primary
train_2329,partly_cloudy primary
train_2330,agriculture artisinal_mine bare_ground clear primary road water
train_2331,agriculture clear primary road
train_2332,clear primary
train_2333,clear primary
train_2334,clear primary
train_2335,agriculture clear cultivation habitation primary
train_2336,partly_cloudy primary road water
train_2337,cloudy
train_2338,agriculture clear cultivation habitation primary water
train_2339,agriculture clear habitation primary road
train_2340,clear primary
train_2341,partly_cloudy primary
train_2342,clear primary
train_2343,blow_down clear primary
train_2344,clear primary
train_2345,conventional_mine partly_cloudy primary road
train_2346,haze primary road
train_2347,clear primary
train_2348,clear primary
train_2349,agriculture clear primary road water
train_2350,partly_cloudy primary
train_2351,clear primary water
train_2352,agriculture clear primary water
train_2353,clear primary
train_2354,clear primary
train_2355,agriculture partly_cloudy primary
train_2356,clear primary
train_2357,clear primary
train_2358,haze primary
train_2359,partly_cloudy primary
train_2360,agriculture clear primary
train_2361,cloudy
train_2362,clear primary
train_2363,partly_cloudy primary
train_2364,clear primary water
train_2365,haze primary
train_2366,cloudy
train_2367,clear primary
train_2368,agriculture partly_cloudy primary
train_2369,clear primary
train_2370,clear primary road
train_2371,agriculture clear primary
train_2372,clear primary
train_2373,agriculture clear primary slash_burn
train_2374,agriculture clear cultivation primary road
train_2375,agriculture partly_cloudy primary
train_2376,clear primary
train_2377,clear primary
train_2378,partly_cloudy primary
train_2379,agriculture clear primary road
train_2380,cloudy
train_2381,bare_ground clear road
train_2382,agriculture partly_cloudy primary
train_2383,clear primary
train_2384,agriculture clear cultivation primary road water
train_2385,partly_cloudy primary water
train_2386,agriculture clear primary road water
train_2387,partly_cloudy primary
train_2388,partly_cloudy primary
train_2389,clear primary road
train_2390,partly_cloudy primary
train_2391,clear primary
train_2392,partly_cloudy primary
train_2393,agriculture clear primary road
train_2394,clear primary
train_2395,agriculture haze primary water
train_2396,cloudy
train_2397,clear primary
train_2398,clear primary
train_2399,clear primary
train_2400,agriculture haze primary
train_2401,clear primary
train_2402,clear primary
train_2403,agriculture clear primary road
train_2404,clear primary
train_2405,agriculture clear primary water
train_2406,clear primary
train_2407,clear primary
train_2408,bare_ground clear primary
train_2409,agriculture clear primary water
train_2410,agriculture clear primary road
train_2411,agriculture clear primary
train_2412,bare_ground clear primary
train_2413,clear primary water
train_2414,cultivation partly_cloudy primary slash_burn
train_2415,agriculture clear primary
train_2416,clear primary
train_2417,clear primary
train_2418,clear primary
train_2419,partly_cloudy primary
train_2420,clear primary
train_2421,clear primary water
train_2422,clear primary
train_2423,clear primary
train_2424,cloudy
train_2425,agriculture clear habitation primary road
train_2426,bare_ground clear primary
train_2427,artisinal_mine clear primary water
train_2428,partly_cloudy primary
train_2429,agriculture clear cultivation primary road
train_2430,agriculture partly_cloudy primary road
train_2431,cloudy
train_2432,agriculture clear primary road
train_2433,clear primary
train_2434,clear primary road water
train_2435,agriculture cultivation partly_cloudy primary
train_2436,clear cultivation habitation primary road
train_2437,haze primary water
train_2438,agriculture clear habitation primary road
train_2439,haze primary
train_2440,agriculture habitation haze primary
train_2441,clear primary
train_2442,clear primary water
train_2443,partly_cloudy primary
train_2444,agriculture clear primary
train_2445,clear primary
train_2446,agriculture clear primary
train_2447,agriculture clear primary
train_2448,partly_cloudy primary
train_2449,agriculture clear cultivation primary road
train_2450,clear primary water
train_2451,clear primary
train_2452,agriculture clear cultivation primary
train_2453,haze primary
train_2454,agriculture clear cultivation habitation primary road
train_2455,partly_cloudy primary
train_2456,clear primary
train_2457,clear primary
train_2458,haze primary
train_2459,partly_cloudy primary
train_2460,agriculture clear primary road water
train_2461,agriculture partly_cloudy primary
train_2462,clear primary
train_2463,agriculture clear cultivation primary
train_2464,agriculture clear primary water
train_2465,agriculture clear primary road
train_2466,clear primary
train_2467,agriculture cultivation partly_cloudy primary road
train_2468,agriculture partly_cloudy primary road water
train_2469,agriculture cultivation partly_cloudy primary
train_2470,agriculture habitation haze primary
train_2471,partly_cloudy primary
train_2472,agriculture clear habitation primary road
train_2473,clear primary
train_2474,clear primary water
train_2475,clear primary
train_2476,clear primary
train_2477,clear primary
train_2478,clear primary road water
train_2479,clear primary
train_2480,agriculture cultivation partly_cloudy primary
train_2481,clear primary
train_2482,haze primary
train_2483,agriculture clear habitation primary road water
train_2484,cultivation habitation partly_cloudy primary road
train_2485,clear cultivation habitation primary road
train_2486,clear primary
train_2487,partly_cloudy primary
train_2488,agriculture clear primary road water
train_2489,agriculture partly_cloudy primary road
train_2490,clear primary water
train_2491,agriculture clear primary water
train_2492,agriculture partly_cloudy primary road
train_2493,agriculture clear primary
train_2494,agriculture clear primary
train_2495,partly_cloudy primary
train_2496,agriculture clear cultivation primary water
train_2497,agriculture cultivation partly_cloudy primary road
train_2498,clear primary
train_2499,agriculture clear primary road water
train_2500,clear primary
train_2501,artisinal_mine clear primary road water
train_2502,agriculture clear cultivation primary slash_burn
train_2503,clear primary
train_2504,cloudy
train_2505,clear primary
train_2506,clear primary
train_2507,agriculture clear primary
train_2508,partly_cloudy primary
train_2509,clear primary
train_2510,cloudy
train_2511,clear primary
train_2512,agriculture clear primary road
train_2513,clear primary water
train_2514,partly_cloudy primary
train_2515,blooming clear primary
train_2516,cloudy
train_2517,agriculture clear cultivation primary road
train_2518,clear primary
train_2519,haze primary
train_2520,clear primary road
train_2521,clear primary road
train_2522,clear primary water
train_2523,agriculture clear habitation primary road
train_2524,agriculture clear habitation primary road
train_2525,clear primary
train_2526,agriculture haze primary
train_2527,agriculture clear primary
train_2528,partly_cloudy primary
train_2529,partly_cloudy primary road
train_2530,clear primary
train_2531,agriculture clear primary
train_2532,agriculture clear habitation primary road
train_2533,clear primary
train_2534,clear primary
train_2535,agriculture clear cultivation primary water
train_2536,clear primary road water
train_2537,clear primary
train_2538,clear primary water
train_2539,clear primary
train_2540,partly_cloudy primary water
train_2541,agriculture clear primary water
train_2542,partly_cloudy primary
train_2543,clear primary water
train_2544,agriculture clear cultivation primary
train_2545,clear primary
train_2546,clear primary
train_2547,clear primary
train_2548,agriculture partly_cloudy primary water
train_2549,agriculture cultivation partly_cloudy primary road
train_2550,cloudy
train_2551,agriculture clear primary water
train_2552,clear primary
train_2553,clear primary water
train_2554,clear primary
train_2555,clear primary
train_2556,agriculture clear primary water
train_2557,clear primary
train_2558,clear primary
train_2559,agriculture clear habitation primary road
train_2560,agriculture clear primary
train_2561,agriculture clear cultivation habitation primary road
train_2562,cloudy
train_2563,partly_cloudy primary
train_2564,clear primary
train_2565,agriculture clear primary
train_2566,partly_cloudy primary road
train_2567,clear primary
train_2568,clear primary
train_2569,clear primary
train_2570,clear primary
train_2571,clear primary
train_2572,clear cultivation primary
train_2573,clear primary
train_2574,partly_cloudy primary
train_2575,clear primary
train_2576,clear primary
train_2577,partly_cloudy primary
train_2578,clear primary
train_2579,partly_cloudy primary
train_2580,partly_cloudy primary
train_2581,clear primary
train_2582,agriculture clear cultivation primary
train_2583,clear primary water
train_2584,agriculture clear primary road water
train_2585,agriculture clear primary road
train_2586,agriculture clear primary road
train_2587,blooming clear primary
train_2588,cloudy
train_2589,agriculture clear primary road
train_2590,clear primary
train_2591,clear primary
train_2592,clear primary
train_2593,agriculture clear primary road
train_2594,haze primary
train_2595,agriculture haze primary water
train_2596,agriculture clear primary road
train_2597,clear primary
train_2598,haze primary
train_2599,partly_cloudy primary
train_2600,partly_cloudy primary selective_logging
train_2601,agriculture clear primary road
train_2602,clear primary
train_2603,clear primary
train_2604,blooming clear primary
train_2605,bare_ground habitation partly_cloudy primary road
train_2606,agriculture clear habitation primary water
train_2607,partly_cloudy primary water
train_2608,clear primary
train_2609,clear primary road water
train_2610,clear primary
train_2611,clear primary
train_2612,agriculture clear primary
train_2613,bare_ground clear primary road
train_2614,agriculture clear cultivation habitation primary road
train_2615,agriculture clear primary
train_2616,clear primary road selective_logging water
train_2617,agriculture clear cultivation primary road
train_2618,haze primary
train_2619,agriculture clear primary
train_2620,clear primary
train_2621,agriculture clear primary
train_2622,agriculture clear cultivation primary water
train_2623,clear primary
train_2624,agriculture cultivation partly_cloudy primary
train_2625,clear primary
train_2626,agriculture partly_cloudy primary road
train_2627,agriculture partly_cloudy primary
train_2628,clear primary
train_2629,agriculture clear cultivation primary
train_2630,clear primary
train_2631,partly_cloudy primary water
train_2632,cloudy
train_2633,clear habitation primary water
train_2634,clear primary
train_2635,haze primary water
train_2636,cloudy
train_2637,clear primary
train_2638,clear primary
train_2639,clear primary
train_2640,clear cultivation primary road water
train_2641,haze primary
train_2642,partly_cloudy primary
train_2643,agriculture clear primary road
train_2644,agriculture clear primary road
train_2645,bare_ground clear primary water
train_2646,agriculture clear primary road
train_2647,clear primary
train_2648,cloudy
train_2649,partly_cloudy primary
train_2650,agriculture clear primary
train_2651,agriculture partly_cloudy primary
train_2652,clear primary
train_2653,clear primary
train_2654,partly_cloudy primary
train_2655,cloudy
train_2656,agriculture clear primary road
train_2657,clear primary
train_2658,clear primary
train_2659,agriculture clear primary
train_2660,cloudy
train_2661,agriculture cultivation partly_cloudy primary
train_2662,agriculture clear cultivation primary
train_2663,agriculture clear cultivation habitation primary road
train_2664,cloudy
train_2665,agriculture clear habitation primary water
train_2666,haze primary
train_2667,agriculture artisinal_mine clear cultivation habitation primary road water
train_2668,agriculture clear cultivation primary
train_2669,agriculture haze primary road
train_2670,clear primary
train_2671,agriculture haze primary road
train_2672,clear cultivation habitation primary road water
train_2673,clear primary
train_2674,clear primary
train_2675,agriculture partly_cloudy primary water
train_2676,haze primary
train_2677,agriculture clear primary
train_2678,clear primary
train_2679,agriculture partly_cloudy primary road
train_2680,clear primary
train_2681,partly_cloudy primary water
train_2682,agriculture haze primary
train_2683,clear primary
train_2684,cloudy
train_2685,partly_cloudy primary road water
train_2686,agriculture clear primary water
train_2687,haze primary water
train_2688,partly_cloudy primary
train_2689,partly_cloudy primary road water
train_2690,agriculture partly_cloudy primary water
train_2691,agriculture partly_cloudy primary
train_2692,partly_cloudy primary
train_2693,agriculture clear primary road
train_2694,clear primary
train_2695,clear primary
train_2696,haze primary
train_2697,clear primary water
train_2698,agriculture clear habitation road
train_2699,cloudy
train_2700,haze primary
train_2701,agriculture partly_cloudy primary road
train_2702,clear primary
train_2703,clear primary
train_2704,partly_cloudy primary
train_2705,partly_cloudy primary
train_2706,clear primary
train_2707,clear primary
train_2708,clear primary
train_2709,partly_cloudy primary
train_2710,clear habitation road
train_2711,clear cultivation primary
train_2712,artisinal_mine bare_ground clear primary water
train_2713,clear primary
train_2714,clear primary
train_2715,clear primary water
train_2716,agriculture clear cultivation primary
train_2717,clear primary
train_2718,agriculture partly_cloudy primary water
train_2719,agriculture clear primary water
train_2720,clear primary
train_2721,agriculture partly_cloudy primary road
train_2722,agriculture clear
train_2723,cloudy
train_2724,clear primary
train_2725,partly_cloudy primary
train_2726,clear primary
train_2727,clear primary water
train_2728,agriculture clear primary
train_2729,clear primary water
train_2730,clear primary
train_2731,agriculture haze primary water
train_2732,agriculture bare_ground cultivation haze primary water
train_2733,agriculture clear primary road
train_2734,clear primary
train_2735,haze primary
train_2736,partly_cloudy primary
train_2737,clear primary
train_2738,agriculture partly_cloudy primary
train_2739,agriculture clear cultivation primary
train_2740,clear primary
train_2741,clear primary
train_2742,clear primary
train_2743,clear primary water
train_2744,clear primary
train_2745,clear primary
train_2746,clear primary road water
train_2747,clear primary
train_2748,agriculture cultivation partly_cloudy primary
train_2749,clear primary
train_2750,clear water
train_2751,clear primary
train_2752,blooming clear primary
train_2753,clear primary water
train_2754,clear cultivation habitation primary water
train_2755,bare_ground clear
train_2756,partly_cloudy primary water
train_2757,clear primary
train_2758,agriculture clear cultivation primary
train_2759,clear habitation primary road
train_2760,clear primary road water
train_2761,clear primary water
train_2762,partly_cloudy primary
train_2763,cloudy
train_2764,partly_cloudy primary water
train_2765,agriculture clear cultivation habitation primary road
train_2766,partly_cloudy primary
train_2767,artisinal_mine clear primary
train_2768,clear primary road
train_2769,agriculture clear primary
train_2770,cloudy
train_2771,agriculture cultivation partly_cloudy primary
train_2772,clear primary water
train_2773,clear primary
train_2774,partly_cloudy primary
train_2775,clear primary
train_2776,clear primary water
train_2777,clear primary
train_2778,cloudy
train_2779,haze primary
train_2780,agriculture clear cultivation habitation primary
train_2781,cloudy
train_2782,clear primary
train_2783,agriculture clear habitation primary road
train_2784,clear primary
train_2785,clear primary
train_2786,clear primary
train_2787,agriculture clear primary
train_2788,cultivation partly_cloudy primary water
train_2789,clear primary
train_2790,agriculture partly_cloudy primary
train_2791,cloudy
train_2792,agriculture partly_cloudy primary
train_2793,clear primary
train_2794,agriculture clear primary
train_2795,clear primary
train_2796,cloudy
train_2797,clear primary
train_2798,clear habitation primary road water
train_2799,clear primary
train_2800,clear primary
train_2801,agriculture clear primary
train_2802,haze primary
train_2803,agriculture clear cultivation habitation primary
train_2804,clear water
train_2805,partly_cloudy primary
train_2806,agriculture clear primary water
train_2807,agriculture clear habitation primary road water
train_2808,agriculture cultivation partly_cloudy primary
train_2809,agriculture clear cultivation primary water
train_2810,clear primary water
train_2811,clear primary water
train_2812,clear primary
train_2813,partly_cloudy primary blow_down
train_2814,agriculture haze primary road
train_2815,clear primary
train_2816,clear primary
train_2817,clear primary
train_2818,agriculture haze primary road water
train_2819,partly_cloudy primary
train_2820,clear habitation primary road
train_2821,clear primary water
train_2822,agriculture clear primary
train_2823,agriculture clear cultivation primary
train_2824,agriculture clear primary water
train_2825,clear primary
train_2826,agriculture clear cultivation primary
train_2827,clear primary
train_2828,clear primary
train_2829,agriculture clear cultivation habitation primary
train_2830,clear primary
train_2831,agriculture partly_cloudy primary road
train_2832,agriculture partly_cloudy primary road
train_2833,agriculture clear primary
train_2834,agriculture cultivation partly_cloudy primary water
train_2835,clear primary road water
train_2836,agriculture clear road
train_2837,cloudy
train_2838,agriculture clear primary road
train_2839,clear primary
train_2840,clear primary
train_2841,cloudy
train_2842,haze primary
train_2843,clear primary
train_2844,agriculture clear primary
train_2845,clear primary water
train_2846,clear primary
train_2847,clear primary water
train_2848,partly_cloudy primary
train_2849,agriculture clear primary
train_2850,clear primary
train_2851,agriculture clear road
train_2852,bare_ground clear primary road
train_2853,clear primary
train_2854,clear primary
train_2855,haze primary
train_2856,agriculture clear primary
train_2857,clear primary
train_2858,partly_cloudy primary
train_2859,clear primary
train_2860,agriculture clear cultivation primary road
train_2861,clear primary
train_2862,clear cultivation primary
train_2863,clear primary
train_2864,haze primary
train_2865,clear primary water
train_2866,haze primary
train_2867,clear primary
train_2868,clear primary
train_2869,partly_cloudy primary water
train_2870,artisinal_mine clear primary water
train_2871,agriculture cultivation partly_cloudy primary
train_2872,agriculture clear primary water
train_2873,clear primary road water
train_2874,clear cultivation primary slash_burn
train_2875,agriculture habitation partly_cloudy primary road
train_2876,agriculture blooming clear cultivation primary
train_2877,partly_cloudy primary
train_2878,clear primary
train_2879,clear primary water
train_2880,partly_cloudy primary
train_2881,agriculture habitation partly_cloudy primary
train_2882,clear primary
train_2883,agriculture clear cultivation primary road
train_2884,clear primary
train_2885,agriculture clear primary road
train_2886,clear cultivation primary
train_2887,partly_cloudy primary
train_2888,clear primary
train_2889,agriculture clear primary road
train_2890,agriculture clear primary road water
train_2891,haze primary water
train_2892,clear primary
train_2893,agriculture clear primary
train_2894,agriculture clear cultivation primary road water
train_2895,clear primary
train_2896,partly_cloudy primary
train_2897,partly_cloudy primary water
train_2898,clear primary water
train_2899,clear cultivation primary
train_2900,cloudy
train_2901,agriculture clear primary water
train_2902,agriculture clear primary road water
train_2903,haze primary road
train_2904,cloudy
train_2905,artisinal_mine bare_ground clear primary water
train_2906,clear primary road water
train_2907,clear primary
train_2908,haze primary
train_2909,clear primary
train_2910,clear primary
train_2911,cloudy
train_2912,agriculture partly_cloudy primary water
train_2913,clear cultivation primary
train_2914,agriculture clear primary
train_2915,clear primary
train_2916,haze primary
train_2917,clear primary
train_2918,agriculture clear primary road
train_2919,clear cultivation primary road water
train_2920,clear cultivation primary
train_2921,agriculture clear primary road
train_2922,blooming clear primary
train_2923,clear primary
train_2924,partly_cloudy primary
train_2925,clear primary
train_2926,agriculture partly_cloudy primary
train_2927,agriculture clear primary water
train_2928,clear habitation primary road water
train_2929,clear primary
train_2930,partly_cloudy primary
train_2931,clear primary
train_2932,clear primary
train_2933,haze primary
train_2934,clear primary
train_2935,clear primary
train_2936,clear primary water
train_2937,clear primary
train_2938,clear primary
train_2939,clear primary water
train_2940,clear primary
train_2941,clear primary water
train_2942,agriculture partly_cloudy primary road
train_2943,clear primary road water
train_2944,clear primary
train_2945,agriculture partly_cloudy primary road
train_2946,clear primary
train_2947,clear primary
train_2948,agriculture clear cultivation primary road
train_2949,partly_cloudy primary
train_2950,clear primary
train_2951,clear primary
train_2952,clear primary
train_2953,haze primary
train_2954,clear primary water
train_2955,agriculture clear primary water
train_2956,agriculture clear primary road
train_2957,clear primary road water
train_2958,clear primary
train_2959,partly_cloudy primary road
train_2960,clear primary
train_2961,cloudy
train_2962,clear primary
train_2963,clear primary
train_2964,clear primary
train_2965,cloudy
train_2966,agriculture partly_cloudy primary road
train_2967,clear primary water
train_2968,clear primary
train_2969,agriculture partly_cloudy primary
train_2970,agriculture cultivation haze primary water
train_2971,clear primary
train_2972,clear cultivation habitation primary road
train_2973,agriculture clear habitation primary road
train_2974,partly_cloudy primary
train_2975,bare_ground clear primary
train_2976,agriculture clear primary road
train_2977,partly_cloudy primary
train_2978,clear primary
train_2979,haze primary
train_2980,bare_ground clear
train_2981,clear primary
train_2982,clear primary
train_2983,clear primary
train_2984,clear primary
train_2985,clear primary
train_2986,agriculture clear cultivation habitation primary water
train_2987,agriculture clear habitation primary road
train_2988,bare_ground clear conventional_mine primary road
train_2989,clear primary road water
train_2990,clear primary
train_2991,clear primary blooming
train_2992,clear primary water
train_2993,agriculture clear primary
train_2994,clear primary water
train_2995,habitation partly_cloudy primary water
train_2996,clear primary
train_2997,agriculture clear primary road
train_2998,agriculture clear primary road
train_2999,agriculture clear habitation primary road
train_3000,partly_cloudy primary
train_3001,agriculture clear primary road
train_3002,clear primary water
train_3003,clear cultivation primary
train_3004,artisinal_mine clear primary
train_3005,clear primary water
train_3006,agriculture clear cultivation primary
train_3007,haze primary water
train_3008,agriculture partly_cloudy primary road
train_3009,agriculture clear habitation primary road
train_3010,clear primary water
train_3011,clear primary road water
train_3012,partly_cloudy primary
train_3013,bare_ground partly_cloudy primary
train_3014,cloudy
train_3015,agriculture clear primary water
train_3016,agriculture clear primary road
train_3017,agriculture partly_cloudy primary road
train_3018,partly_cloudy primary
train_3019,agriculture clear habitation primary
train_3020,agriculture partly_cloudy primary water
train_3021,clear primary
train_3022,clear primary
train_3023,clear primary
train_3024,clear primary
train_3025,clear primary
train_3026,agriculture clear primary
train_3027,agriculture clear cultivation primary
train_3028,clear primary road
train_3029,clear primary
train_3030,agriculture clear primary water
train_3031,agriculture clear primary
train_3032,clear primary
train_3033,clear primary
train_3034,clear primary
train_3035,clear primary
train_3036,cloudy
train_3037,clear primary
train_3038,bare_ground clear primary
train_3039,clear primary
train_3040,agriculture partly_cloudy primary water
train_3041,clear primary
train_3042,clear primary
train_3043,haze primary
train_3044,agriculture cultivation partly_cloudy primary selective_logging
train_3045,clear primary water
train_3046,clear primary water
train_3047,clear cultivation primary
train_3048,clear primary
train_3049,clear primary
train_3050,clear primary
train_3051,clear primary road water
train_3052,clear water
train_3053,clear primary water
train_3054,agriculture clear cultivation habitation primary road
train_3055,clear primary
train_3056,agriculture clear cultivation primary
train_3057,clear primary
train_3058,clear primary
train_3059,clear primary
train_3060,clear primary
train_3061,clear primary
train_3062,clear primary
train_3063,partly_cloudy primary
train_3064,agriculture clear habitation primary road
train_3065,agriculture cultivation habitation partly_cloudy primary road
train_3066,agriculture haze primary water
train_3067,clear cultivation habitation primary road water
train_3068,agriculture clear habitation primary road water
train_3069,agriculture clear cultivation habitation primary road
train_3070,clear primary
train_3071,haze primary
train_3072,agriculture clear primary road
train_3073,clear primary
train_3074,clear primary
train_3075,clear primary
train_3076,clear primary
train_3077,haze primary
train_3078,cloudy
train_3079,habitation partly_cloudy primary road water
train_3080,agriculture clear primary
train_3081,agriculture clear habitation road
train_3082,clear primary
train_3083,cultivation habitation partly_cloudy primary road water
train_3084,agriculture clear cultivation cultivation primary
train_3085,agriculture clear primary road
train_3086,partly_cloudy primary
train_3087,agriculture clear habitation primary road
train_3088,agriculture clear cultivation primary road
train_3089,clear primary
train_3090,haze primary
train_3091,clear primary
train_3092,partly_cloudy primary
train_3093,agriculture partly_cloudy primary water
train_3094,clear primary
train_3095,agriculture clear primary water
train_3096,cloudy
train_3097,clear primary
train_3098,cloudy
train_3099,cloudy
train_3100,artisinal_mine partly_cloudy primary road water
train_3101,cloudy
train_3102,clear primary
train_3103,clear primary
train_3104,clear primary
train_3105,clear primary water
train_3106,agriculture clear primary road
train_3107,clear primary
train_3108,clear primary
train_3109,clear primary
train_3110,clear cultivation habitation primary
train_3111,agriculture clear cultivation primary
train_3112,clear primary
train_3113,agriculture cultivation haze primary road water
train_3114,clear habitation primary water
train_3115,clear primary
train_3116,clear primary
train_3117,clear primary
train_3118,clear primary water
train_3119,cloudy
train_3120,clear primary road water
train_3121,clear primary
train_3122,agriculture clear cultivation primary
train_3123,agriculture clear cultivation primary
train_3124,clear primary
train_3125,cloudy
train_3126,cloudy
train_3127,agriculture partly_cloudy primary water
train_3128,cloudy
train_3129,haze primary
train_3130,clear primary
train_3131,partly_cloudy primary
train_3132,partly_cloudy primary
train_3133,clear primary
train_3134,agriculture clear primary road water
train_3135,clear primary
train_3136,cloudy
train_3137,bare_ground clear cultivation habitation primary road water
train_3138,clear primary
train_3139,cloudy
train_3140,agriculture clear cultivation primary
train_3141,agriculture cultivation partly_cloudy primary
train_3142,partly_cloudy primary
train_3143,agriculture partly_cloudy primary road
train_3144,agriculture clear primary road
train_3145,clear primary road water
train_3146,haze primary
train_3147,partly_cloudy primary
train_3148,clear primary
train_3149,partly_cloudy primary
train_3150,partly_cloudy primary
train_3151,clear primary
train_3152,partly_cloudy primary blow_down
train_3153,clear primary
train_3154,clear primary road water
train_3155,clear primary
train_3156,clear primary
train_3157,cloudy
train_3158,clear primary water
train_3159,agriculture clear habitation primary road
train_3160,agriculture clear primary road
train_3161,agriculture clear habitation primary road water
train_3162,clear primary
train_3163,clear primary
train_3164,clear cultivation primary road slash_burn
train_3165,cloudy
train_3166,agriculture partly_cloudy primary road water
train_3167,clear primary
train_3168,haze primary
train_3169,agriculture partly_cloudy primary
train_3170,agriculture clear primary
train_3171,haze primary
train_3172,partly_cloudy primary water
train_3173,agriculture cultivation partly_cloudy primary
train_3174,clear primary
train_3175,partly_cloudy primary
train_3176,cloudy
train_3177,agriculture habitation partly_cloudy primary water
train_3178,agriculture clear primary road
train_3179,haze primary
train_3180,clear primary
train_3181,clear primary
train_3182,agriculture clear primary
train_3183,clear cultivation primary
train_3184,clear primary
train_3185,clear habitation road water
train_3186,clear primary
train_3187,partly_cloudy primary
train_3188,partly_cloudy primary
train_3189,agriculture clear primary road
train_3190,clear primary
train_3191,clear primary
train_3192,agriculture partly_cloudy primary road
train_3193,agriculture clear primary
train_3194,clear primary
train_3195,clear primary
train_3196,clear primary
train_3197,clear primary
train_3198,clear habitation primary road water
train_3199,cloudy
train_3200,agriculture clear primary road
train_3201,partly_cloudy primary
train_3202,partly_cloudy primary
train_3203,clear primary
train_3204,agriculture clear cultivation water
train_3205,agriculture clear habitation primary road
train_3206,clear primary
train_3207,haze primary
train_3208,haze primary
train_3209,partly_cloudy primary road
train_3210,clear cultivation primary water
train_3211,clear primary
train_3212,partly_cloudy primary
train_3213,clear primary water
train_3214,clear primary
train_3215,clear primary
train_3216,haze primary
train_3217,clear primary
train_3218,clear primary
train_3219,cloudy
train_3220,clear primary
train_3221,agriculture clear primary road
train_3222,agriculture partly_cloudy primary
train_3223,haze primary
train_3224,clear primary
train_3225,clear primary
train_3226,agriculture habitation partly_cloudy primary road
train_3227,clear primary
train_3228,habitation haze primary water
train_3229,haze primary
train_3230,clear primary
train_3231,partly_cloudy primary
train_3232,agriculture cultivation haze primary
train_3233,clear primary water
train_3234,clear primary
train_3235,agriculture haze road
train_3236,clear primary
train_3237,agriculture clear primary
train_3238,clear primary
train_3239,clear primary road
train_3240,haze primary
train_3241,clear primary
train_3242,partly_cloudy primary
train_3243,clear primary
train_3244,clear primary
train_3245,clear primary
train_3246,agriculture partly_cloudy primary
train_3247,clear primary
train_3248,agriculture clear primary road
train_3249,clear habitation primary road water
train_3250,agriculture haze primary water
train_3251,agriculture clear primary road
train_3252,clear primary
train_3253,clear primary water
train_3254,clear primary
train_3255,clear primary
train_3256,clear primary water
train_3257,partly_cloudy primary
train_3258,haze primary
train_3259,haze primary
train_3260,agriculture clear cultivation primary
train_3261,partly_cloudy primary
train_3262,clear cultivation primary
train_3263,haze primary
train_3264,clear primary
train_3265,haze primary
train_3266,haze primary
train_3267,agriculture partly_cloudy primary water
train_3268,agriculture haze primary
train_3269,clear primary
train_3270,haze primary
train_3271,clear cultivation primary water
train_3272,agriculture partly_cloudy primary
train_3273,clear primary
train_3274,clear cultivation habitation primary
train_3275,clear primary
train_3276,agriculture partly_cloudy primary road
train_3277,clear primary
train_3278,cloudy
train_3279,haze primary water
train_3280,clear cultivation habitation primary
train_3281,clear primary
train_3282,clear primary
train_3283,clear primary selective_logging
train_3284,clear water
train_3285,agriculture clear habitation primary road water
train_3286,clear primary
train_3287,agriculture cultivation partly_cloudy primary
train_3288,bare_ground clear cultivation primary
train_3289,clear primary
train_3290,agriculture partly_cloudy primary
train_3291,clear water
train_3292,clear primary
train_3293,clear primary
train_3294,clear primary
train_3295,agriculture clear primary road
train_3296,agriculture habitation partly_cloudy primary road
train_3297,cloudy
train_3298,blooming partly_cloudy primary
train_3299,agriculture clear cultivation primary road
train_3300,cloudy
train_3301,agriculture clear primary
